name;elevation;latitude;longitude;continent;country;range
Jugghar;1264;43.5794;87.6036;Asia;Afghanistan;
Tingtingon Diotay Peak;1230;10.741807;123.229659;Asia;Philippines;
Har Meron;1208;32.99945;35.411682;Asia;Israel;
Tingtingon Daku Peak;1185;10.742988;123.220046;Asia;Philippines;
Dalayapan Peak;1145;10.814867;123.224037;Asia;Philippines;
Mt. Asog;1143;13.4511;123.451;Asia;Philippines;Luzon
Myogi San;1104;36.3005;138.75;Asia;Japan;Honshu
Lantawan Peak;1049;10.83254;123.235533;Asia;Philippines;
Neelab Hill;1048;33.719699;72.16198;Asia;Pakistan;
Gunung Parang;963;-6.601492;107.337912;Asia;Indonesia;
Mount Madoriama;914;36.2561;137.825;Asia;Japan;
Mount Banoi;830;13.6882;121.178;Asia;Philippines;Luzon
Gunung Angsi;825;2.75;102.167;Asia;Malaysia;
Mount Batulao;813;14.0399;120.802;Asia;Philippines;Luzon
Gunung Santubong;810;1.7333;110.333;Asia;Malaysia;Borneo
Mount Sembrano;786;14.3871;121.364;Asia;Philippines;Luzon
Mount Agdalusan;770;11.103097;122.370665;Asia;Philippines;
Mount Talamitan;704;14.1078;120.76;Asia;Philippines;Luzon
Mount Kalisungan;686;14.1465;121.345;Asia;Philippines;Luzon
Pico de Loro;664;14.2167;120.65;Asia;Philippines;Luzon
Victoria Peak;552;22.25;114.167;Asia;China;
Mount Carmel;546;32.733333;35.05;Asia;Israel;Sinai-Palestine Ranges
Manaphag;530;11.278824;123.167515;Asia;Philippines;
Bilar Peak;510;9.712413;124.136972;Asia;Philippines;
Masada;460;31.31639;35.35383;Asia;Israel;
Kim Phung;427;16.390305;107.535521;Asia;Vietnam;Annamese Cordillera
Hamugnaw Peak;230;11.042576;122.706349;Asia;Philippines;
Bukit Batu Bujang Pahang;70;4.04647;114.872;Asia;Brunei;
Mount Rinjani;4;-8.41667;116.467;Asia;Indonesia;Central Southeast Asia
Mt. Canlaon;2450;10.98;123.95;Asia;Philippines;
Mount Nangtud;2;11.268;122.208;Asia;Philippines;
Mount Baloy;2;11.1406;122.235;Asia;Philippines;
Mount Madias;2;11.3963;122.178;Asia;Philippines;
